2019-11-21,Brás,-23.5451,-46.6162,74004,17,41,22,28,40,28,28,3,NORMAL,5001
2019-12-5,Brás,-23.5451,-46.6162,73642,48,19,65,28,29,29,19,22,NORMAL,5015
2019-12-6,Brás,-23.5451,-46.6162,72253,39,17,60,25,27,29,13,18,NORMAL,5016
2019-12-20,Brás,-23.5451,-46.6162,71197,77,65,46,32,20,30,5,8,NORMAL,5030
2019-12-27,Brás,-23.5451,-46.6162,71439,11,16,65,5,37,5,25,29,NORMAL,5037
2018-1-13,Barra Funda,-23.5542,-46.6707,150332,52,65,59,10,37,43,37,39,NORMAL,5053
2018-1-14,Barra Funda,-23.5542,-46.6707,147192,39,57,54,9,32,37,33,35,NORMAL,5054
2018-1-21,Barra Funda,-23.5542,-46.6707,147951,53,14,65,37,43,12,13,6,REABASTECER,5061
2018-1-26,Barra Funda,-23.5542,-46.6707,146809,7,50,34,22,23,32,32,26,NORMAL,5066
2018-1-29,Barra Funda,-23.5542,-46.6707,148932,69,39,10,8,7,30,22,19,NORMAL,5069
2018-1-30,Barra Funda,-23.5542,-46.6707,148613,57,31,6,6,5,26,17,15,REABASTECER,5070
2018-2-2,Barra Funda,-23.5542,-46.6707,147612,34,16,61,41,38,19,6,4,REABASTECER,5072
2018-2-6,Barra Funda,-23.5542,-46.6707,147096,86,48,34,36,25,43,28,31,NORMAL,5076
2018-2-8,Barra Funda,-23.5542,-46.6707,148232,64,40,19,29,14,35,16,22,NORMAL,5078
2018-2-11,Barra Funda,-23.5542,-46.6707,149988,31,29,65,20,43,33,43,12,NORMAL,5081
2018-2-25,Barra Funda,-23.5542,-46.6707,148402,64,65,27,17,29,20,29,40,NORMAL,5095
2018-3-29,Barra Funda,-23.5542,-46.6707,150147,86,8,45,35,26,11,15,26,REABASTECER,5129
2018-4-20,Barra Funda,-23.5542,-46.6707,147879,37,18,35,17,27,35,15,27,NORMAL,5150
2018-5-3,Barra Funda,-23.5542,-46.6707,150292,74,60,4,18,22,38,18,22,NORMAL,5163
2018-5-6,Barra Funda,-23.5542,-46.6707,147051,48,41,52,9,11,30,7,8,NORMAL,5166
2018-5-12,Barra Funda,-23.5542,-46.6707,149448,86,65,10,35,36,11,28,28,NORMAL,5172
2018-5-16,Barra Funda,-23.5542,-46.6707,147259,42,47,48,22,20,37,13,5,REABASTECER,5176
2018-5-20,Barra Funda,-23.5542,-46.6707,149399,86,15,19,6,43,22,40,31,REABASTECER,5180
2018-6-21,Barra Funda,-23.5542,-46.6707,150256,32,19,56,21,43,43,12,43,NORMAL,5211
2018-6-22,Barra Funda,-23.5542,-46.6707,149028,23,10,48,15,40,42,7,39,NORMAL,5212
2018-6-26,Barra Funda,-23.5542,-46.6707,146813,74,58,13,38,24,28,35,23,NORMAL,5216
2018-6-29,Barra Funda,-23.5542,-46.6707,150240,45,41,58,24,14,20,26,11,NORMAL,5219
2018-8-1,Barra Funda,-23.5542,-46.6707,147213,86,65,30,4,6,13,16,16,REABASTECER,5251
2018-8-9,Barra Funda,-23.5542,-46.6707,149797,5,14,43,29,9,31,18,27,NORMAL,5259
2018-8-10,Barra Funda,-23.5542,-46.6707,148572,86,7,36,26,5,31,14,25,NORMAL,5260
2018-8-14,Barra Funda,-23.5542,-46.6707,148690,46,38,15,8,29,24,43,8,NORMAL,5264
2018-8-26,Barra Funda,-23.5542,-46.6707,147715,10,31,1,28,21,25,38,37,REABASTECER,5276
2018-8-27,Barra Funda,-23.5542,-46.6707,148316,86,28,65,22,17,20,35,31,NORMAL,5277
2018-9-15,Barra Funda,-23.5542,-46.6707,148819,86,33,65,5,29,43,15,6,NORMAL,5295
2018-9-24,Barra Funda,-23.5542,-46.6707,148515,86,43,12,24,38,17,18,7,NORMAL,5304
2018-10-4,Barra Funda,-23.5542,-46.6707,149029,78,54,16,30,3,26,23,6,NORMAL,5314
2018-10-6,Barra Funda,-23.5542,-46.6707,148476,58,37,4,24,39,19,15,41,REABASTECER,5316
2018-10-8,Barra Funda,-23.5542,-46.6707,149533,38,30,56,19,29,8,9,35,NORMAL,5318
2018-10-11,Barra Funda,-23.5542,-46.6707,146920,14,9,36,11,17,39,41,19,NORMAL,5321
2018-10-19,Barra Funda,-23.5542,-46.6707,147925,29,29,53,32,33,15,4,27,REABASTECER,5329
2018-10-25,Barra Funda,-23.5542,-46.6707,150537,66,59,15,17,7,37,22,3,REABASTECER,5335
2018-10-27,Barra Funda,-23.5542,-46.6707,150371,49,42,1,15,43,33,14,40,REABASTECER,5337
2018-11-7,Barra Funda,-23.5542,-46.6707,146873,45,47,4,28,4,39,15,6,NORMAL,5347
2018-11-10,Barra Funda,-23.5542,-46.6707,146749,12,38,50,20,36,35,43,34,NORMAL,5350
2018-11-14,Barra Funda,-23.5542,-46.6707,148068,51,10,24,5,22,20,27,16,NORMAL,5354
2018-11-19,Barra Funda,-23.5542,-46.6707,149300,86,48,59,30,1,5,6,39,NORMAL,5359
2018-11-26,Barra Funda,-23.5542,-46.6707,148873,15,13,9,9,18,26,14,14,REABASTECER,5366
2018-11-27,Barra Funda,-23.5542,-46.6707,149922,4,6,65,7,13,22,11,9,NORMAL,5367
2018-12-15,Barra Funda,-23.5542,-46.6707,149778,86,44,65,37,23,8,27,27,NORMAL,5385
2018-12-17,Barra Funda,-23.5542,-46.6707,150191,65,34,54,33,17,43,18,21,NORMAL,5387
2018-12-19,Barra Funda,-23.5542,-46.6707,147707,43,24,43,25,9,42,7,11,NORMAL,5389
2018-12-21,Barra Funda,-23.5542,-46.6707,147871,22,11,29,14,4,35,43,43,NORMAL,5391
2019-1-3,Barra Funda,-23.5542,-46.6707,149756,76,65,7,18,40,43,43,43,NORMAL,5403
2019-1-15,Barra Funda,-23.5542,-46.6707,150277,58,60,49,34,28,3,34,41,NORMAL,5415
2019-1-25,Barra Funda,-23.5542,-46.6707,147366,50,4,45,43,28,13,39,2,REABASTECER,5425
2019-1-30,Barra Funda,-23.5542,-46.6707,146993,6,33,4,32,5,41,15,24,REABASTECER,5430
2019-2-12,Barra Funda,-23.5542,-46.6707,149480,65,28,59,27,43,8,9,12,NORMAL,5442
2019-2-16,Barra Funda,-23.5542,-46.6707,149400,22,1,28,13,24,43,34,34,REABASTECER,5446
2019-2-18,Barra Funda,-23.5542,-46.6707,150603,86,57,16,4,17,38,25,27,REABASTECER,5448
2019-3-2,Barra Funda,-23.5542,-46.6707,150231,39,42,47,7,5,32,43,11,REABASTECER,5462
2019-3-3,Barra Funda,-23.5542,-46.6707,148832,29,40,42,2,43,26,40,6,REABASTECER,5463
2019-3-6,Barra Funda,-23.5542,-46.6707,150459,3,30,29,36,35,19,30,33,REABASTECER,5466
2019-3-14,Barra Funda,-23.5542,-46.6707,148051,25,35,32,23,43,39,41,1,REABASTECER,5474
2019-4-2,Barra Funda,-23.5542,-46.6707,148376,86,50,39,24,10,23,17,19,NORMAL,5492
2019-4-5,Barra Funda,-23.5542,-46.6707,149784,54,34,16,17,43,10,2,5,REABASTECER,5495
2019-4-15,Barra Funda,-23.5542,-46.6707,148368,41,35,14,43,5,16,14,2,NORMAL,5505
2019-4-21,Barra Funda,-23.5542,-46.6707,147967,64,56,34,23,26,31,32,28,NORMAL,5511
2019-4-24,Barra Funda,-23.5542,-46.6707,149021,38,42,14,9,16,18,20,16,NORMAL,5514
2019-5-3,Barra Funda,-23.5542,-46.6707,150706,38,54,18,33,24,34,29,18,NORMAL,5523
2019-5-5,Barra Funda,-23.5542,-46.6707,148177,17,39,3,25,14,22,22,10,REABASTECER,5525
2019-5-14,Barra Funda,-23.5542,-46.6707,147870,18,48,7,37,27,37,33,24,REABASTECER,5534
2019-5-16,Barra Funda,-23.5542,-46.6707,147948,86,35,61,32,18,35,24,17,NORMAL,5536
2019-5-23,Barra Funda,-23.5542,-46.6707,147557,18,65,8,7,35,12,36,26,REABASTECER,5543
2019-6-8,Barra Funda,-23.5542,-46.6707,148491,63,35,31,9,20,11,17,43,NORMAL,5558
2019-6-16,Barra Funda,-23.5542,-46.6707,147446,73,50,40,22,28,24,27,14,NORMAL,5566
2019-6-17,Barra Funda,-23.5542,-46.6707,147395,65,43,30,21,22,23,23,10,NORMAL,5567
2019-6-29,Barra Funda,-23.5542,-46.6707,149634,36,39,10,16,10,28,19,43,NORMAL,5579
2019-7-14,Barra Funda,-23.5542,-46.6707,148856,71,24,35,27,36,33,43,32,NORMAL,5594
2019-7-30,Barra Funda,-23.5542,-46.6707,147807,5,55,65,15,6,35,21,15,NORMAL,5610
2019-8-7,Barra Funda,-23.5542,-46.6707,148242,25,8,18,43,18,20,37,26,REABASTECER,5617
2019-8-11,Barra Funda,-23.5542,-46.6707,150512,78,44,56,33,5,43,20,13,REABASTECER,5621
2019-8-15,Barra Funda,-23.5542,-46.6707,147859,32,21,28,12,31,34,43,41,NORMAL,5625
2019-8-26,Barra Funda,-23.5542,-46.6707,148130,12,20,22,22,23,7,5,43,REABASTECER,5636
2019-9-3,Barra Funda,-23.5542,-46.6707,148535,19,36,46,7,38,31,21,12,NORMAL,5643
2019-9-5,Barra Funda,-23.5542,-46.6707,148405,86,30,32,2,31,23,12,43,NORMAL,5645
2019-9-10,Barra Funda,-23.5542,-46.6707,148443,34,8,65,38,11,14,35,20,REABASTECER,5650
2019-9-12,Barra Funda,-23.5542,-46.6707,148706,13,59,57,34,43,2,29,12,REABASTECER,5652
2019-9-13,Barra Funda,-23.5542,-46.6707,149461,3,51,50,31,40,43,23,7,REABASTECER,5653
2019-9-30,Barra Funda,-23.5542,-46.6707,147447,28,29,65,31,15,41,5,19,REABASTECER,5670
2019-10-5,Barra Funda,-23.5542,-46.6707,149259,65,62,32,14,38,20,29,39,NORMAL,5675
2019-10-23,Barra Funda,-23.5542,-46.6707,149931,49,9,39,43,17,17,38,19,REABASTECER,5693
2019-11-24,Barra Funda,-23.5542,-46.6707,149050,69,33,65,30,13,7,43,16,NORMAL,5724
2019-12-10,Barra Funda,-23.5542,-46.6707,149890,76,65,6,35,27,6,24,32,REABASTECER,5740
2018-1-2,Tatuapé,-23.5402,-46.5765,67799,75,59,61,40,37,37,38,40,NORMAL,5762
2018-1-9,Tatuapé,-23.5402,-46.5765,69368,6,8,12,31,7,15,12,15,REABASTECER,5769
2018-1-13,Tatuapé,-23.5402,-46.5765,67835,53,48,49,17,31,8,37,43,NORMAL,5773
2018-1-14,Tatuapé,-23.5402,-46.5765,67093,45,41,44,15,28,7,32,37,NORMAL,5774
2018-1-21,Tatuapé,-23.5402,-46.5765,70545,55,59,60,37,43,35,41,4,REABASTECER,5781
2018-1-28,Tatuapé,-23.5402,-46.5765,69761,79,22,65,21,8,15,7,20,NORMAL,5788
2018-2-8,Tatuapé,-23.5402,-46.5765,68316,61,22,58,36,11,27,9,19,NORMAL,5798
2018-2-9,Tatuapé,-23.5402,-46.5765,67942,50,16,53,31,8,21,7,17,NORMAL,5799
2018-2-11,Tatuapé,-23.5402,-46.5765,69858,31,10,37,23,43,13,43,11,NORMAL,5801
2018-2-13,Tatuapé,-23.5402,-46.5765,67796,15,65,26,19,36,8,36,5,REABASTECER,5803
2018-2-14,Tatuapé,-23.5402,-46.5765,69469,8,58,16,16,32,2,31,43,NORMAL,5804
2018-2-15,Tatuapé,-23.5402,-46.5765,69969,86,56,6,15,29,43,28,40,REABASTECER,5805
2018-2-24,Tatuapé,-23.5402,-46.5765,67136,74,65,14,31,38,43,37,5,REABASTECER,5814
2018-3-19,Tatuapé,-23.5402,-46.5765,67372,86,54,24,18,31,24,17,21,NORMAL,5839
2018-3-23,Tatuapé,-23.5402,-46.5765,67370,48,22,65,10,13,14,43,10,NORMAL,5843
2018-3-24,Tatuapé,-23.5402,-46.5765,67483,41,20,61,6,10,10,38,6,REABASTECER,5844
2018-4-30,Tatuapé,-23.5402,-46.5765,69912,48,36,15,19,25,30,13,28,NORMAL,5880
2018-5-4,Tatuapé,-23.5402,-46.5765,70192,9,9,49,43,12,21,43,11,NORMAL,5884
2018-5-22,Tatuapé,-23.5402,-46.5765,67244,17,31,55,19,19,10,22,12,NORMAL,5902
2018-6-9,Tatuapé,-23.5402,-46.5765,69346,26,61,56,3,43,37,38,21,REABASTECER,5919
2018-7-7,Tatuapé,-23.5402,-46.5765,69673,86,24,33,43,8,6,16,31,NORMAL,5947
2018-7-10,Tatuapé,-23.5402,-46.5765,68261,61,65,17,33,39,39,43,15,NORMAL,5950
2018-7-13,Tatuapé,-23.5402,-46.5765,70018,26,43,65,20,30,33,26,1,REABASTECER,5953
2018-7-23,Tatuapé,-23.5402,-46.5765,70989,14,53,65,24,26,43,35,43,NORMAL,5963
2018-7-24,Tatuapé,-23.5402,-46.5765,68008,2,44,59,24,22,41,33,39,NORMAL,5964
2018-7-25,Tatuapé,-23.5402,-46.5765,68901,86,34,50,21,16,40,31,34,NORMAL,5965
2018-8-25,Tatuapé,-23.5402,-46.5765,67965,49,4,39,15,29,18,35,36,NORMAL,5995
2018-8-29,Tatuapé,-23.5402,-46.5765,68183,8,43,14,5,10,8,14,18,NORMAL,5999
2018-10-7,Tatuapé,-23.5402,-46.5765,69821,3,3,65,9,22,43,27,5,REABASTECER,6037
2018-10-17,Tatuapé,-23.5402,-46.5765,70818,86,5,61,24,27,21,31,9,REABASTECER,6047
2018-10-19,Tatuapé,-23.5402,-46.5765,68949,70,63,53,14,21,18,21,43,NORMAL,6049
2018-10-26,Tatuapé,-23.5402,-46.5765,67511,86,34,65,32,34,40,39,20,NORMAL,6056
2018-11-14,Tatuapé,-23.5402,-46.5765,67887,77,59,10,23,4,31,13,41,NORMAL,6074
2018-11-17,Tatuapé,-23.5402,-46.5765,70069,45,50,60,11,33,19,43,31,NORMAL,6077
2018-11-27,Tatuapé,-23.5402,-46.5765,68593,22,50,51,20,38,24,37,28,NORMAL,6087
2018-12-1,Tatuapé,-23.5402,-46.5765,69624,70,28,26,16,21,14,19,13,NORMAL,6091
2019-1-5,Tatuapé,-23.5402,-46.5765,70055,13,5,48,24,9,35,14,15,NORMAL,6125
2019-1-6,Tatuapé,-23.5402,-46.5765,70754,0,65,41,22,5,29,11,10,REABASTECER,6126
2019-1-13,Tatuapé,-23.5402,-46.5765,68790,26,19,57,40,21,10,30,29,NORMAL,6133
2019-1-22,Tatuapé,-23.5402,-46.5765,68464,24,23,61,16,27,19,2,39,REABASTECER,6142
2019-1-26,Tatuapé,-23.5402,-46.5765,70504,62,58,38,12,9,5,34,26,NORMAL,6146
2019-2-9,Tatuapé,-23.5402,-46.5765,68476,15,53,19,15,2,41,22,14,NORMAL,6159
2019-2-11,Tatuapé,-23.5402,-46.5765,69498,86,39,1,9,39,38,17,7,REABASTECER,6161
2019-2-12,Tatuapé,-23.5402,-46.5765,70387,73,29,65,9,36,33,11,4,REABASTECER,6162
2019-2-25,Tatuapé,-23.5402,-46.5765,67239,21,28,45,43,23,37,43,39,NORMAL,6175
2019-3-1,Tatuapé,-23.5402,-46.5765,70502,40,49,3,26,43,17,21,16,REABASTECER,6181
2019-3-9,Tatuapé,-23.5402,-46.5765,67383,43,2,14,43,7,38,37,22,NORMAL,6189
2019-3-10,Tatuapé,-23.5402,-46.5765,67912,35,65,6,37,4,32,35,20,REABASTECER,6190
2019-4-2,Tatuapé,-23.5402,-46.5765,69066,86,25,59,19,43,15,39,29,NORMAL,6212
2019-4-17,Tatuapé,-23.5402,-46.5765,69416,32,65,24,16,19,13,34,16,NORMAL,6227
2019-4-20,Tatuapé,-23.5402,-46.5765,67367,86,56,65,3,8,43,20,1,REABASTECER,6230
2019-4-28,Tatuapé,-23.5402,-46.5765,69355,86,65,10,23,17,25,28,17,NORMAL,6238
2019-5-16,Tatuapé,-23.5402,-46.5765,67244,78,65,5,43,34,8,11,20,NORMAL,6256
2019-6-15,Tatuapé,-23.5402,-46.5765,70416,51,14,65,34,43,41,29,28,NORMAL,6285
2019-6-16,Tatuapé,-23.5402,-46.5765,69883,39,5,56,32,37,41,23,23,REABASTECER,6286
2019-6-17,Tatuapé,-23.5402,-46.5765,69129,26,65,48,30,33,36,21,20,NORMAL,6287
2019-6-22,Tatuapé,-23.5402,-46.5765,70585,68,40,16,20,10,24,6,43,REABASTECER,6292
2019-6-24,Tatuapé,-23.5402,-46.5765,67792,45,23,65,16,43,22,38,39,NORMAL,6294
2019-6-29,Tatuapé,-23.5402,-46.5765,67640,86,57,31,9,29,7,22,16,NORMAL,6299
2019-7-4,Tatuapé,-23.5402,-46.5765,68947,43,42,58,32,12,30,43,41,NORMAL,6304
2019-7-10,Tatuapé,-23.5402,-46.5765,68517,73,2,23,9,32,15,20,13,REABASTECER,6310
2019-7-18,Tatuapé,-23.5402,-46.5765,70841,75,17,25,22,5,23,30,25,REABASTECER,6318
2019-8-16,Tatuapé,-23.5402,-46.5765,70667,65,58,21,11,14,29,7,43,NORMAL,6346
2019-8-23,Tatuapé,-23.5402,-46.5765,69300,2,13,49,27,28,8,22,20,REABASTECER,6353
2019-9-3,Tatuapé,-23.5402,-46.5765,68249,2,4,49,34,30,17,23,26,NORMAL,6363
2019-9-5,Tatuapé,-23.5402,-46.5765,68658,73,61,36,30,23,13,14,18,NORMAL,6365
2019-9-21,Tatuapé,-23.5402,-46.5765,68438,17,18,65,33,43,19,30,35,NORMAL,6381
2019-9-27,Tatuapé,-23.5402,-46.5765,68358,47,34,16,17,19,6,6,12,REABASTECER,6387
2019-9-28,Tatuapé,-23.5402,-46.5765,69089,40,32,6,13,15,43,43,6,NORMAL,6388
2019-10-5,Tatuapé,-23.5402,-46.5765,68145,55,53,15,26,30,27,17,24,NORMAL,6395
2019-10-15,Tatuapé,-23.5402,-46.5765,67518,36,52,24,26,23,38,22,28,NORMAL,6405
2019-11-1,Tatuapé,-23.5402,-46.5765,67697,56,22,55,18,10,36,6,12,REABASTECER,6421
2019-11-18,Tatuapé,-23.5402,-46.5765,69565,63,48,65,2,35,33,17,27,REABASTECER,6438
2019-11-19,Tatuapé,-23.5402,-46.5765,69702,52,41,56,43,33,30,14,22,NORMAL,6439
2019-11-22,Tatuapé,-23.5402,-46.5765,69135,22,16,40,37,17,25,43,7,NORMAL,6442
2019-11-24,Tatuapé,-23.5402,-46.5765,70049,5,65,21,31,10,19,34,43,REABASTECER,6444
2019-12-7,Tatuapé,-23.5402,-46.5765,70709,42,44,60,25,43,22,25,39,NORMAL,6457
2019-12-9,Tatuapé,-23.5402,-46.5765,69552,25,35,45,19,31,15,19,31,NORMAL,6459
2019-12-12,Tatuapé,-23.5402,-46.5765,67355,86,18,22,5,24,6,5,17,REABASTECER,6462
2019-12-16,Tatuapé,-23.5402,-46.5765,69476,43,53,65,38,7,34,33,43,NORMAL,6466
2019-12-20,Tatuapé,-23.5402,-46.5765,69294,4,26,41,26,34,18,16,32,REABASTECER,6470
2019-12-21,Tatuapé,-23.5402,-46.5765,68522,86,16,31,25,28,14,12,30,NORMAL,6471
2018-1-4,República,-23.5436,-46.6434,109284,62,47,46,34,30,33,29,30,NORMAL,6484
2018-1-12,República,-23.5436,-46.6434,108095,77,56,58,12,43,13,43,43,NORMAL,6492
2018-1-14,República,-23.5436,-46.6434,109535,57,45,43,4,35,3,37,38,REABASTECER,6494
2018-1-16,República,-23.5436,-46.6434,110412,42,36,31,42,25,42,25,29,NORMAL,6496
2018-2-5,República,-23.5436,-46.6434,109762,34,30,38,25,31,22,37,31,NORMAL,6515
2018-2-13,República,-23.5436,-46.6434,110054,41,42,54,40,3,41,4,43,REABASTECER,6523
2018-2-19,República,-23.5436,-46.6434,110075,75,10,14,19,19,22,18,19,NORMAL,6529
2018-2-23,República,-23.5436,-46.6434,109184,33,52,49,6,2,9,43,7,NORMAL,6533
2018-2-24,República,-23.5436,-46.6434,107838,23,43,45,43,43,3,40,3,NORMAL,6534
2018-2-29,República,-23.5436,-46.6434,109509,58,9,14,30,17,33,23,30,NORMAL,6539
2018-3-28,República,-23.5436,-46.6434,107692,13,24,7,25,25,28,34,33,NORMAL,6568
2018-4-2,República,-23.5436,-46.6434,108343,66,10,40,16,17,16,18,20,NORMAL,6572
2018-4-15,República,-23.5436,-46.6434,107533,36,57,21,32,7,18,16,19,NORMAL,6585
2018-5-5,República,-23.5436,-46.6434,111031,6,62,14,43,18,10,30,20,REABASTECER,6605
2018-6-11,República,-23.5436,-46.6434,107414,74,59,33,15,8,32,33,43,NORMAL,6641
2018-6-23,República,-23.5436,-46.6434,107816,43,48,21,20,43,43,27,43,NORMAL,6653
2018-7-14,República,-23.5436,-46.6434,107061,86,40,8,4,43,14,16,43,REABASTECER,6674
2018-7-24,República,-23.5436,-46.6434,110614,71,40,65,22,43,20,18,10,NORMAL,6684
2018-8-2,República,-23.5436,-46.6434,107228,75,49,3,39,13,35,36,19,NORMAL,6692
2018-8-7,República,-23.5436,-46.6434,110339,31,12,38,33,35,18,15,43,NORMAL,6697
2018-8-16,República,-23.5436,-46.6434,107235,23,31,38,14,36,43,20,13,NORMAL,6706
2018-8-18,República,-23.5436,-46.6434,108145,3,25,23,6,28,36,13,9,NORMAL,6708
2018-8-22,República,-23.5436,-46.6434,109271,58,3,57,33,12,20,41,37,REABASTECER,6712
2018-8-28,República,-23.5436,-46.6434,107903,86,47,14,16,38,6,15,10,NORMAL,6718
2018-9-8,República,-23.5436,-46.6434,110754,73,61,19,27,43,12,21,25,NORMAL,6728
2018-9-18,República,-23.5436,-46.6434,107791,68,2,24,36,10,19,31,28,REABASTECER,6738
2018-9-20,República,-23.5436,-46.6434,107886,49,61,10,27,3,16,23,23,REABASTECER,6740
2018-9-23,República,-23.5436,-46.6434,108368,19,43,58,20,36,5,12,15,NORMAL,6743
2018-9-28,República,-23.5436,-46.6434,110261,58,14,28,6,13,26,35,40,REABASTECER,6748
2018-10-3,República,-23.5436,-46.6434,107202,8,49,54,28,32,17,17,19,REABASTECER,6753
2018-10-11,República,-23.5436,-46.6434,109842,13,57,58,7,43,38,26,33,NORMAL,6761
2018-10-14,República,-23.5436,-46.6434,108522,75,42,39,38,36,31,15,20,NORMAL,6764
2018-10-23,República,-23.5436,-46.6434,110711,79,56,36,13,43,29,25,26,NORMAL,6773
2018-10-27,República,-23.5436,-46.6434,108271,43,27,3,40,29,23,12,12,REABASTECER,6777
2018-10-28,República,-23.5436,-46.6434,109486,32,23,65,37,23,22,8,7,NORMAL,6778
2018-11-7,República,-23.5436,-46.6434,110455,39,40,58,9,29,43,14,13,NORMAL,6787
2018-11-14,República,-23.5436,-46.6434,107922,50,59,7,35,3,16,27,32,NORMAL,6794
2018-11-17,República,-23.5436,-46.6434,109448,20,40,51,26,36,4,15,20,NORMAL,6797
2018-11-19,República,-23.5436,-46.6434,107656,86,34,39,15,26,40,5,13,REABASTECER,6799
2018-11-25,República,-23.5436,-46.6434,107947,23,65,59,4,43,28,16,30,REABASTECER,6805
2018-11-26,República,-23.5436,-46.6434,108440,10,57,49,43,37,25,11,27,NORMAL,6806
2018-12-5,República,-23.5436,-46.6434,109445,5,7,41,16,37,38,16,32,NORMAL,6815
2018-12-7,República,-23.5436,-46.6434,109595,75,55,30,10,27,31,9,26,NORMAL,6817
2018-12-15,República,-23.5436,-46.6434,107181,86,3,48,23,34,33,21,32,NORMAL,6825
2018-12-17,República,-23.5436,-46.6434,108366,66,62,38,18,27,31,9,26,NORMAL,6827
2018-12-21,República,-23.5436,-46.6434,110046,22,37,13,5,13,17,38,11,REABASTECER,6831
2019-1-1,República,-23.5436,-46.6434,107137,18,48,14,11,14,27,41,7,NORMAL,6841
2019-1-13,República,-23.5436,-46.6434,110487,75,35,2,11,10,24,35,43,REABASTECER,6853
2019-1-21,República,-23.5436,-46.6434,107253,86,65,17,31,27,43,10,12,NORMAL,6861
2019-1-28,República,-23.5436,-46.6434,108381,10,19,36,2,38,25,28,28,NORMAL,6868
2019-2-7,República,-23.5436,-46.6434,107209,15,27,48,22,39,43,36,39,NORMAL,6877
2019-2-20,República,-23.5436,-46.6434,107238,65,6,19,20,30,38,25,33,REABASTECER,6890
2019-3-11,República,-23.5436,-46.6434,109369,35,19,65,43,28,17,25,34,NORMAL,6911
2019-3-12,República,-23.5436,-46.6434,108977,23,9,60,41,25,13,20,31,REABASTECER,6912
2019-3-16,República,-23.5436,-46.6434,108884,75,47,30,33,7,41,4,14,REABASTECER,6916
2019-3-23,República,-23.5436,-46.6434,110040,86,65,48,12,26,18,26,30,NORMAL,6923
2019-4-3,República,-23.5436,-46.6434,110450,78,65,38,25,27,28,28,34,NORMAL,6933
